Kinase	Score	Rank	Method	Perc	Qrt	hgnc_symbol	group	KinaseFamily	subfamily
SNRK	1	261	KEA3	0	4	SNRK	CAMK	CAMKL	SNRK
SRC	1.1323333333333334e-5	6	KEA3	0.9857142857142858	1	SRC	TK	SRC	SRCA
SRMS	4.87e-4	24	KEA3	0.9342857142857143	1	SRMS	TK	SRC	SRM
SRPK1	0.50145	186	KEA3	0.4542857142857143	3	SRPK1	CMGC	SRPK	NA
SRPK2	0.5000855	168	KEA3	0.5085714285714286	2	SRPK2	CMGC	SRPK	NA
STK10	0.128	115	KEA3	0.6628571428571428	2	STK10	STE	STE20	SLK
STK11	0.043944	73	KEA3	0.7857142857142857	1	STK11	CAMK	CAMKL	LKB
STK16	0.500055	166	KEA3	0.5142857142857142	2	STK16	OTHER	"NAK"	MPSK
STK17A	0.3235399	140	KEA3	0.5914285714285714	2	STK17A	CAMK	DAPK	DRAK
STK24	0.501305	185	KEA3	0.45714285714285713	3	STK24	STE	STE20	YSK
STK25	0.5138	199	KEA3	0.4114285714285714	3	STK25	STE	STE20	YSK
STK26	1	261	KEA3	0	4	STK26	STE	STE20	YSK
STK3	0.05245043333333333	77	KEA3	0.7742857142857142	1	STK3	STE	STE20	MST
STK33	1	261	KEA3	0	4	STK33	CAMK	CAMK-UNIQUE	NA
STK36	1	261	KEA3	0	4	STK36	OTHER	ULK	FUSED
STK38	0.50505	192	KEA3	0.4342857142857143	3	STK38	AGC	NDR	NA
STK38L	0.5216	202	KEA3	0.40285714285714286	3	STK38L	AGC	NDR	NA
STK39	1	261	KEA3	0	4	STK39	STE	STE20	FRAY
STK4	0.50365	190	KEA3	0.44285714285714284	3	STK4	STE	STE20	MST
STK40	1	261	KEA3	0	4	STK40	CAMK	SGK495	NA
STYK1	0.61	215	KEA3	0.3657142857142857	3	STYK1	TK	TK-UNIQUE	NA
SYK	0.18366784666666666	129	KEA3	0.6228571428571429	2	SYK	TK	SYK	NA
TAOK1	1	261	KEA3	0	4	TAOK1	STE	STE20	TAO
TBK1	0.3643532666666667	149	KEA3	0.5657142857142857	2	TBK1	OTHER	IKK	NA
TEC	0.51295	198	KEA3	0.4142857142857143	3	TEC	TK	TEC	NA
TEK	1	261	KEA3	0	4	TEK	TK	TIE	NA
TESK1	1	261	KEA3	0	4	TESK1	TKL	LISK	TESK
TESK2	0.50067	181	KEA3	0.4685714285714286	3	TESK2	TKL	LISK	TESK
TGFBR1	0.503955	191	KEA3	0.44	3	TGFBR1	TKL	STKR	TYPE1
TGFBR2	0.500182	172	KEA3	0.49714285714285716	3	TGFBR2	TKL	STKR	TYPE2
TLK1	0.00572	41	KEA3	0.8857142857142857	1	TLK1	OTHER	TLK	NA
TNIK	1	261	KEA3	0	4	TNIK	STE	STE20	MSN
TNK2	0.082552	93	KEA3	0.7257142857142858	2	TNK2	TK	ACK	NA
TNNI3K	0.145998	122	KEA3	0.6428571428571429	2	TNNI3K	TKL	MLK	HH498
TP53RK	0.0238	62	KEA3	0.82	1	TP53RK	OTHER	BUD32	NA
TRIB3	0.50037450000000006	178	KEA3	0.47714285714285715	3	TRIB3	CAMK	TRBL	NA
TRPM7	0.0796	91	KEA3	0.7314285714285714	2	TRPM7	ATYPICAL	ALPHA	CHAK
TTK	0.6666887333333333	230	KEA3	0.32285714285714284	3	TTK	OTHER	TTK	NA
TXK	0.134	117	KEA3	0.6571428571428571	2	TXK	TK	TEC	NA
TYK2	0.666682	228	KEA3	0.32857142857142857	3	TYK2	TK	JAKA	NA
TYRO3	0.500132	170	KEA3	0.5028571428571429	2	TYRO3	TK	AXL	NA
UHMK1	0.5000137	158	KEA3	0.54	2	UHMK1	OTHER	KIS	NA
ULK1	0.5347500000000001	207	KEA3	0.38857142857142857	3	ULK1	OTHER	ULK	ULK
VRK1	0.05849566666666667	81	KEA3	0.76	1	VRK1	CK1	VRK	NA
VRK3	1	261	KEA3	0	4	VRK3	CK1	VRK	NA
WEE1	0.22604665000000002	138	KEA3	0.5971428571428572	2	WEE1	OTHER	WEE	NA
WNK1	0.6666771666666667	224	KEA3	0.34	3	WNK1	OTHER	WNK	NA
YES1	0.6666971	231	KEA3	0.32	3	YES1	TK	SRC	SRCA
ZAP70	0.6666809	227	KEA3	0.3314285714285714	3	ZAP70	TK	SYK	NA
PKA[ALPHA]	3.79931333622401	1	UKA	1	1	PRKACA	AGC	PKA	NA
PRKX	3.20774378080459	3	UKA	0.9770114942528736	1	PRKX	AGC	PKA	NA
PKG2	3.52347819326775	2	UKA	0.9885057471264368	1	PRKG2	AGC	PKG	NA
PKC[DELTA]	3.01405982639588	5	UKA	0.9540229885057471	1	PRKCD	AGC	PKC	DELTA
PIM2	2.48759831818775	6	UKA	0.9425287356321839	1	PIM2	CAMK	PIM	NA
PKG1	3.16496426433273	4	UKA	0.9655172413793104	1	PRKG1	AGC	PKG	NA
PKD1	2.17764987816439	7	UKA	0.9310344827586207	1	PRKD1	CAMK	PKD	NA
CAMK4	2.09649776882671	9	UKA	0.9080459770114943	1	CAMK4	CAMK	CAMK1	NA
CAMK4	2.09649776882671	9	UKA	0.9080459770114943	1	CAMKK1	OTHER	CAMKK	META
PKC[ALPHA]	2.13742780238495	8	UKA	0.9195402298850575	1	PRKCA	AGC	PKC	ALPHA
PKC[THETA]	1.74155282639946	14	UKA	0.8505747126436781	1	PRKCQ	AGC	PKC	DELTA
PIM1	1.79406604066998	10	UKA	0.896551724137931	1	PIM1	CAMK	PIM	NA
CK1[EPSILON]	1.75696195131371	13	UKA	0.8620689655172413	1	CSNK1E	CK1	CK1	CK1-D
PKC[BETA]	1.76179888655349	12	UKA	0.8735632183908046	1	PRKCB	AGC	PKC	ALPHA
AKT2/PKB[BETA]	1.69055926777076	15	UKA	0.8390804597701149	1	AKT2	AGC	AKT	NA
P70S6K[BETA]	1.76325373808162	11	UKA	0.8850574712643678	1	RPS6KB2	AGC	RSK	P70
PKC[ETA]	1.61861626199493	18	UKA	0.8045977011494253	1	PRKCH	AGC	PKC	ETA
PKC[GAMMA]	1.56711403797567	19	UKA	0.7931034482758621	1	PRKCG	AGC	PKC	ALPHA
CK2[ALPHA]1	1.52941495183542	20	UKA	0.7816091954022989	1	CSNK2A1	CMGC	CK2	NA
PIM3	1.63103038847384	16	UKA	0.8275862068965517	1	PIM3	CAMK	PIM	NA
AKT1/PKB[ALPHA]	1.48989875672188	22	UKA	0.7586206896551724	1	AKT1	AGC	AKT	NA
ATR	1.47706335513987	23	UKA	0.7471264367816092	2	ATR	ATYPICAL	PIKK	ATR
AURA/AUR2	1.49018252871043	21	UKA	0.7701149425287356	1	AURKA	OTHER	AUR	NA
AMPK[ALPHA]1	1.44281143909404	27	UKA	0.7011494252873564	2	PRKAA1	CAMK	CAMKL	AMPK
CDK10	1.46160522301917	25	UKA	0.7241379310344828	2	CDK10	CMGC	CDK	CDK10
RSK2	1.46240110538122	24	UKA	0.735632183908046	2	RPS6KA3	AGC	RSK	RSK
SGK2	1.62525266757252	17	UKA	0.8160919540229885	1	SGK2	AGC	SGK	NA
SGK2	1.62525266757252	17	UKA	0.8160919540229885	1	SGK3	AGC	SGK	NA
AURB/AUR1	1.4176726420878	28	UKA	0.6896551724137931	2	AURKB	OTHER	AUR	NA
CHK2	1.44423743229912	26	UKA	0.7126436781609196	2	CHEK2	CAMK	RAD53	NA
PKC[EPSILON]	1.38916303418234	30	UKA	0.6666666666666666	2	PRKCE	AGC	PKC	ETA
IKK[ALPHA]	1.39145583752669	29	UKA	0.6781609195402298	2	CHUK	OTHER	IKK	NA
PFTAIRE1	1.3742773691096	31	UKA	0.6551724137931034	2	CDK14	CMGC	CDK	PFTAIRE
DAPK2	1.36708994754628	32	UKA	0.6436781609195402	2	DAPK2	CAMK	DAPK	DAPK
RSK1/P90RSK	1.34421257968761	33	UKA	0.632183908045977	2	RPS6KA2	AGC	RSK	RSK
PKN1/PRK1	1.31586585218118	35	UKA	0.6091954022988506	2	PKN1	AGC	PKN	NA
PRKY	1.34269463240971	34	UKA	0.6206896551724138	2	PRKY	AGC	PKA	NA
PFTAIRE2	1.26673524624727	37	UKA	0.5862068965517241	2	CDK15	CMGC	CDK	PFTAIRE
IKK[EPSILON]	1.28180044273438	36	UKA	0.5977011494252874	2	IKBKE	OTHER	IKK	NA
CHK1	1.20986988944139	42	UKA	0.5287356321839081	2	CHEK1	CAMK	CAMKL	CHK1
PKC[ZETA]	1.23260240778806	38	UKA	0.5747126436781609	2	PRKCZ	AGC	PKC	IOTA
MSK2	1.22855552745213	39	UKA	0.5632183908045977	2	RPS6KA4	AGC	RSK	MSK
HGK/ZC1	1.21598557251044	40	UKA	0.5517241379310345	2	MAP4K4	STE	STE20	MSN
MSK1	1.19316884811034	44	UKA	0.5057471264367817	2	RPS6KA5	AGC	RSK	MSK
MSK1	1.19316884811034	44	UKA	0.5057471264367817	2	SIK1	CAMK	CAMKL	QIK
ROCK2	1.20144810564145	43	UKA	0.5172413793103449	2	ROCK2	AGC	DMPK	ROCK
PKC[IOTA]	1.20988443822659	41	UKA	0.5402298850574713	2	PRKCI	AGC	PKC	IOTA
RSK3	1.1637215790139	45	UKA	0.4942528735632184	3	RPS6KA1	AGC	RSK	RSK
NUAK1	1.1605046322314	46	UKA	0.4827586206896552	3	NUAK1	CAMK	CAMKL	NUAK
TNIK/ZC2	1.15384515404792	47	UKA	0.47126436781609193	3	TNIK	STE	STE20	MSN
ROCK1	1.15060515050042	48	UKA	0.45977011494252873	3	ROCK1	AGC	DMPK	ROCK
MAPKAPK2	1.11940685691336	52	UKA	0.41379310344827586	3	MAPKAPK2	CAMK	MAPKAPK	MAPKAPK
GSK3[BETA]	1.13241733228847	50	UKA	0.4367816091954023	3	GSK3B	CMGC	GSK	NA
SGK307	1.1283225998157	51	UKA	0.42528735632183906	3	TEX14	OTHER	NKF5	NA
PCTAIRE2	1.10957898119909	55	UKA	0.3793103448275862	3	CDK17	CMGC	CDK	PCTAIRE
CK1[ALPHA]	1.10800154923195	56	UKA	0.367816091954023	3	CSNK1A1	CK1	CK1	CK1-A
PAK1	1.09451405736311	57	UKA	0.3563218390804598	3	PAK1	STE	STE20	PAKA
BRAF	1.09366495819491	58	UKA	0.3448275862068966	3	BRAF	TKL	RAF	RAF
ANP[ALPHA]	1.09361032414786	59	UKA	0.3333333333333333	3	NPR1	RGC	RGC	NA
IKK[BETA]	1.08781072403372	60	UKA	0.3218390804597701	3	IKBKB	OTHER	IKK	NA
DAPK3	1.08301995267962	61	UKA	0.3103448275862069	3	DAPK3	CAMK	DAPK	DAPK
MAPKAPK3	1.11552902544042	53	UKA	0.40229885057471265	3	MAPKAPK3	CAMK	MAPKAPK	MAPKAPK
RAF1	1.08026786376347	62	UKA	0.2988505747126437	3	RAF1	TKL	RAF	RAF
P70S6K	1.11043002784069	54	UKA	0.39080459770114945	3	RPS6KB1	AGC	RSK	P70
ADCK3	1.13968147963876	49	UKA	0.4482758620689655	3	COQ8A	ATYPICAL	ABC1	ABC1-A
P38[BETA]	1.06398520820703	63	UKA	0.28735632183908044	3	MAPK11	CMGC	MAPK	P38
TBK1	1.06163874259346	64	UKA	0.27586206896551724	3	TBK1	OTHER	IKK	NA
MTOR/FRAP	1.05816281200242	65	UKA	0.26436781609195403	3	MTOR	ATYPICAL	PIKK	FRAP
CDK3	1.05374527246242	66	UKA	0.25287356321839083	3	CDK3	CMGC	CDK	CDC2
ERK7	1.05354773498693	67	UKA	0.2413793103448276	4	MAPK15	CMGC	MAPK	ERK7
P38[DELTA]	1.030990082945	69	UKA	0.21839080459770116	4	MAPK13	CMGC	MAPK	P38
JNK2	1.01762522000409	70	UKA	0.20689655172413793	4	MAPK9	CMGC	MAPK	JNK
CDK4	1.01648200391356	71	UKA	0.19540229885057472	4	CDK4	CMGC	CDK	CDK4
CDK5	1.01588317584692	72	UKA	0.1839080459770115	4	CDK5	CMGC	CDK	CDK5
CDK6	0.981688017440014	80	UKA	0.09195402298850575	4	CDK6	CMGC	CDK	CDK4
CDKL1	1.04613866782816	68	UKA	0.22988505747126436	4	CDKL1	CMGC	CDKL	NA
CDKL2	1.01144104312138	73	UKA	0.1724137931034483	4	CDKL2	CMGC	CDKL	NA
CDK7	1.00524771015172	74	UKA	0.16091954022988506	4	CDK7	CMGC	CDK	CDK7
CDK9	1.00403546459747	75	UKA	0.14942528735632185	4	CDK9	CMGC	CDK	CDK9
ERK1	1.00271765856569	76	UKA	0.13793103448275862	4	MAPK3	CMGC	MAPK	ERK1
CDC2/CDK1	1.00150063051103	78	UKA	0.11494252873563218	4	CDK1	CMGC	CDK	CDC2
JNK1	1.00135482497151	79	UKA	0.10344827586206896	4	MAPK8	CMGC	MAPK	JNK
JNK3	1.00174388265305	77	UKA	0.12643678160919541	4	MAPK10	CMGC	MAPK	JNK
CDK2	0.894697773149628	83	UKA	0.05747126436781609	4	CDK2	CMGC	CDK	CDC2
MAPK14	0.973505251421748	81	UKA	0.08045977011494253	4	MAPK14	CMGC	MAPK	P38
ERK2	0.906825955692365	82	UKA	0.06896551724137931	4	MAPK1	CMGC	MAPK	ERK1
ERK5	0.57276688444286	87	UKA	0.011494252873563218	4	MAPK7	CMGC	MAPK	ERK5
CDKL5	0.793734413518101	84	UKA	0.04597701149425287	4	CDKL5	CMGC	CDKL	NA
P38[GAMMA]	0.656111273292836	86	UKA	0.022988505747126436	4	MAPK12	CMGC	MAPK	P38
RSKL2	0.562062448803229	88	UKA	0	4	RPS6KL1	AGC	RSKL	NA
PKG	4.303362599277848	1	KRSA	1	1	PRKG1	AGC	PKG	NA
PKG	4.303362599277848	1	KRSA	1	1	PRKG2	AGC	PKG	NA
PKA	3.82108343015769	2	KRSA	0.9875	1	PRKACA	AGC	PKA	NA
PKA	3.82108343015769	2	KRSA	0.9875	1	PRKACB	AGC	PKA	NA
PKA	3.82108343015769	2	KRSA	0.9875	1	PRKACG	AGC	PKA	NA
PKA	3.82108343015769	2	KRSA	0.9875	1	PRKX	AGC	PKA	NA
PKA	3.82108343015769	2	KRSA	0.9875	1	PRKY	AGC	PKA	NA
DYRK	-3.5841619328485206	3	KRSA	0.975	1	DYRK1A	CMGC	DYRK	DYRK1
DYRK	-3.5841619328485206	3	KRSA	0.975	1	DYRK1B	CMGC	DYRK	DYRK1
DYRK	-3.5841619328485206	3	KRSA	0.975	1	DYRK2	CMGC	DYRK	DYRK2
DYRK	-3.5841619328485206	3	KRSA	0.975	1	DYRK3	CMGC	DYRK	DYRK2
DYRK	-3.5841619328485206	3	KRSA	0.975	1	DYRK4	CMGC	DYRK	DYRK2
DYRK	-3.5841619328485206	3	KRSA	0.975	1	HIPK1	CMGC	DYRK	HIPK
DYRK	-3.5841619328485206	3	KRSA	0.975	1	HIPK2	CMGC	DYRK	HIPK
DYRK	-3.5841619328485206	3	KRSA	0.975	1	HIPK3	CMGC	DYRK	HIPK
DYRK	-3.5841619328485206	3	KRSA	0.975	1	HIPK4	CMGC	DYRK	HIPK
DYRK	-3.5841619328485206	3	KRSA	0.975	1	PRPF4B	CMGC	DYRK	PRP4
RSK	3.447526537216837	4	KRSA	0.9625	1	RPS6KA1	AGC	RSK	RSK
RSK	3.447526537216837	4	KRSA	0.9625	1	RPS6KA2	AGC	RSK	RSK
RSK	3.447526537216837	4	KRSA	0.9625	1	RPS6KA3	AGC	RSK	RSK
RSK	3.447526537216837	4	KRSA	0.9625	1	RPS6KA4	AGC	RSK	MSK
RSK	3.447526537216837	4	KRSA	0.9625	1	RPS6KA5	AGC	RSK	MSK
RSK	3.447526537216837	4	KRSA	0.9625	1	RPS6KA6	AGC	RSK	RSK
RSK	3.447526537216837	4	KRSA	0.9625	1	RPS6KB1	AGC	RSK	P70
RSK	3.447526537216837	4	KRSA	0.9625	1	RPS6KB2	AGC	RSK	P70
ERK	-3.2539761954279354	5	KRSA	0.95	1	MAPK1	CMGC	MAPK	ERK1
ERK	-3.2539761954279354	5	KRSA	0.95	1	MAPK15	CMGC	MAPK	ERK7
ERK	-3.2539761954279354	5	KRSA	0.95	1	MAPK3	CMGC	MAPK	ERK1
ERK	-3.2539761954279354	5	KRSA	0.95	1	MAPK4	CMGC	MAPK	ERK3
ERK	-3.2539761954279354	5	KRSA	0.95	1	MAPK6	CMGC	MAPK	ERK3
ERK	-3.2539761954279354	5	KRSA	0.95	1	MAPK7	CMGC	MAPK	ERK5
DMPK	3.218007907992662	6	KRSA	0.9375	1	CDC42BPA	AGC	DMPK	GEK
DMPK	3.218007907992662	6	KRSA	0.9375	1	CDC42BPB	AGC	DMPK	GEK
DMPK	3.218007907992662	6	KRSA	0.9375	1	CDC42BPG	AGC	DMPK	GEK
DMPK	3.218007907992662	6	KRSA	0.9375	1	CIT	AGC	DMPK	CRIK
DMPK	3.218007907992662	6	KRSA	0.9375	1	DMPK	AGC	DMPK	GEK
DMPK	3.218007907992662	6	KRSA	0.9375	1	ROCK1	AGC	DMPK	ROCK
DMPK	3.218007907992662	6	KRSA	0.9375	1	ROCK2	AGC	DMPK	ROCK
JNK	-3.1080120451085262	7	KRSA	0.925	1	MAPK10	CMGC	MAPK	JNK
JNK	-3.1080120451085262	7	KRSA	0.925	1	MAPK8	CMGC	MAPK	JNK
JNK	-3.1080120451085262	7	KRSA	0.925	1	MAPK9	CMGC	MAPK	JNK
CAMK1	2.7954235731901456	8	KRSA	0.9125	1	CAMK1	CAMK	CAMK1	NA
CAMK1	2.7954235731901456	8	KRSA	0.9125	1	CAMK1D	CAMK	CAMK1	NA
CAMK1	2.7954235731901456	8	KRSA	0.9125	1	CAMK1G	CAMK	CAMK1	NA
CAMK1	2.7954235731901456	8	KRSA	0.9125	1	CAMK4	CAMK	CAMK1	NA
CAMK1	2.7954235731901456	8	KRSA	0.9125	1	PNCK	CAMK	CAMK1	NA
PDK1	-2.789172232588834	9	KRSA	0.9	1	PDK1	ATYPICAL	PDHK	PDHK
PDK1	-2.789172232588834	9	KRSA	0.9	1	PDPK1	AGC	PDK1	NA
AUR	2.6069863118763332	10	KRSA	0.8875	1	AURKA	OTHER	AUR	NA
AUR	2.6069863118763332	10	KRSA	0.8875	1	AURKB	OTHER	AUR	NA
AUR	2.6069863118763332	10	KRSA	0.8875	1	AURKC	OTHER	AUR	NA
AKT	2.5511321087354677	11	KRSA	0.875	1	AKT1	AGC	AKT	NA
AKT	2.5511321087354677	11	KRSA	0.875	1	AKT2	AGC	AKT	NA
AKT	2.5511321087354677	11	KRSA	0.875	1	AKT3	AGC	AKT	NA
PLK	-2.489943607802302	12	KRSA	0.8625	1	PLK1	OTHER	PLK	PLK1
PLK	-2.489943607802302	12	KRSA	0.8625	1	PLK2	OTHER	PLK	PLK2
PLK	-2.489943607802302	12	KRSA	0.8625	1	PLK3	OTHER	PLK	PLK2
PLK	-2.489943607802302	12	KRSA	0.8625	1	PLK4	OTHER	PLK	SAK
PLK	-2.489943607802302	12	KRSA	0.8625	1	PLK5	NA	NA	NA
GSK	-2.4098945875373796	13	KRSA	0.85	1	GSK3A	CMGC	GSK	NA
GSK	-2.4098945875373796	13	KRSA	0.85	1	GSK3B	CMGC	GSK	NA
NMO	-2.388086795744149	14	KRSA	0.8375	1	NLK	CMGC	MAPK	NMO
P38	-2.233247254659193	15	KRSA	0.825	1	MAPK11	CMGC	MAPK	P38
P38	-2.233247254659193	15	KRSA	0.825	1	MAPK12	CMGC	MAPK	P38
P38	-2.233247254659193	15	KRSA	0.825	1	MAPK13	CMGC	MAPK	P38
P38	-2.233247254659193	15	KRSA	0.825	1	MAPK14	CMGC	MAPK	P38
RIPK	2.129965121106971	16	KRSA	0.8125	1	ANKK1	TKL	RIPK	NA
RIPK	2.129965121106971	16	KRSA	0.8125	1	RIPK1	TKL	RIPK	NA
RIPK	2.129965121106971	16	KRSA	0.8125	1	RIPK2	TKL	RIPK	NA
RIPK	2.129965121106971	16	KRSA	0.8125	1	RIPK3	TKL	RIPK	NA
RIPK	2.129965121106971	16	KRSA	0.8125	1	RIPK4	TKL	RIPK	NA
AMPK	2.0757311198589616	17	KRSA	0.8	1	PRKAA1	CAMK	CAMKL	AMPK
AMPK	2.0757311198589616	17	KRSA	0.8	1	PRKAA2	CAMK	CAMKL	AMPK
PKD	2.027377180179718	18	KRSA	0.7875	1	PRKD1	CAMK	PKD	NA
PKD	2.027377180179718	18	KRSA	0.7875	1	PRKD2	CAMK	PKD	NA
PKD	2.027377180179718	18	KRSA	0.7875	1	PRKD3	CAMK	PKD	NA
MLCK	-2.0049050579709187	19	KRSA	0.775	1	MYLK	CAMK	MLCK	NA
MLCK	-2.0049050579709187	19	KRSA	0.775	1	MYLK2	CAMK	MLCK	NA
MLCK	-2.0049050579709187	19	KRSA	0.775	1	TTN	CAMK	MLCK	NA
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK1	CMGC	CDK	CDC2
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK10	CMGC	CDK	CDK10
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK11A	NA	NA	NA
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK11B	NA	NA	NA
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK12	CMGC	CDK	CRK7
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK13	CMGC	CDK	CRK7
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK14	CMGC	CDK	PFTAIRE
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK15	CMGC	CDK	PFTAIRE
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK16	CMGC	CDK	PCTAIRE
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK17	CMGC	CDK	PCTAIRE
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK18	CMGC	CDK	PCTAIRE
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK19	CMGC	CDK	CDK8
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK2	CMGC	CDK	CDC2
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK20	CMGC	CDK	CCRK
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK3	CMGC	CDK	CDC2
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK4	CMGC	CDK	CDK4
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK5	CMGC	CDK	CDK5
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK6	CMGC	CDK	CDK4
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK7	CMGC	CDK	CDK7
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK8	CMGC	CDK	CDK8
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK9	CMGC	CDK	CDK9
RAD53	1.9156564421424884	21	KRSA	0.75	1	CHEK2	CAMK	RAD53	NA
PAKA	1.8807810392215445	22	KRSA	0.7375	2	PAK1	STE	STE20	PAKA
PAKA	1.8807810392215445	22	KRSA	0.7375	2	PAK2	STE	STE20	PAKA
PAKA	1.8807810392215445	22	KRSA	0.7375	2	PAK3	STE	STE20	PAKA
ATM	-1.8361974474974427	23	KRSA	0.725	2	ATM	ATYPICAL	PIKK	ATM
IRAK	-1.6849834683576757	24	KRSA	0.7125	2	IRAK1	TKL	IRAK	NA
IRAK	-1.6849834683576757	24	KRSA	0.7125	2	IRAK2	TKL	IRAK	NA
IRAK	-1.6849834683576757	24	KRSA	0.7125	2	IRAK3	TKL	IRAK	NA
IRAK	-1.6849834683576757	24	KRSA	0.7125	2	IRAK4	TKL	IRAK	NA
DAPK	1.6349233852378586	25	KRSA	0.7	2	DAPK1	CAMK	DAPK	DAPK
DAPK	1.6349233852378586	25	KRSA	0.7	2	DAPK2	CAMK	DAPK	DAPK
DAPK	1.6349233852378586	25	KRSA	0.7	2	DAPK3	CAMK	DAPK	DAPK
DAPK	1.6349233852378586	25	KRSA	0.7	2	STK17A	CAMK	DAPK	DRAK
DAPK	1.6349233852378586	25	KRSA	0.7	2	STK17B	CAMK	DAPK	DRAK
PAKB	1.5730682628578	26	KRSA	0.6875	2	PAK4	STE	STE20	PAKB
PAKB	1.5730682628578	26	KRSA	0.6875	2	PAK5	STE	STE20	PAKB
PAKB	1.5730682628578	26	KRSA	0.6875	2	PAK6	STE	STE20	PAKB
BARK2	-1.526783584697032	27	KRSA	0.675	2	GRK3	AGC	GRK	BARK
RAF	-1.5108180195093617	28	KRSA	0.6625	2	ARAF	TKL	RAF	RAF
RAF	-1.5108180195093617	28	KRSA	0.6625	2	BRAF	TKL	RAF	RAF
RAF	-1.5108180195093617	28	KRSA	0.6625	2	KSR1	TKL	RAF	KSR
RAF	-1.5108180195093617	28	KRSA	0.6625	2	KSR2	TKL	RAF	KSR
RAF	-1.5108180195093617	28	KRSA	0.6625	2	RAF1	TKL	RAF	RAF
PHK	1.4506466592092768	29	KRSA	0.65	2	PHKG1	CAMK	PHK	NA
PHK	1.4506466592092768	29	KRSA	0.65	2	PHKG2	CAMK	PHK	NA
STE7	-1.4182858018718472	30	KRSA	0.6375	2	MAP2K1	STE	STE7	MEK1
STE7	-1.4182858018718472	30	KRSA	0.6375	2	MAP2K2	STE	STE7	MEK1
STE7	-1.4182858018718472	30	KRSA	0.6375	2	MAP2K3	STE	STE7	MEK3
STE7	-1.4182858018718472	30	KRSA	0.6375	2	MAP2K4	STE	STE7	MEK4
STE7	-1.4182858018718472	30	KRSA	0.6375	2	MAP2K5	STE	STE7	MEK5
STE7	-1.4182858018718472	30	KRSA	0.6375	2	MAP2K6	STE	STE7	MEK3
STE7	-1.4182858018718472	30	KRSA	0.6375	2	MAP2K7	STE	STE7	MEK7
PKCI	1.372783821661148	31	KRSA	0.625	2	PRKCI	AGC	PKC	IOTA
PKCI	1.372783821661148	31	KRSA	0.625	2	PRKCZ	AGC	PKC	IOTA
PRKDC	-1.359306972840303	32	KRSA	0.6125	2	PRKDC	ATYPICAL	PIKK	DNAPK
FRAY	-1.293635467739919	33	KRSA	0.6	2	OXSR1	STE	STE20	FRAY
FRAY	-1.293635467739919	33	KRSA	0.6	2	STK39	STE	STE20	FRAY
MTOR	-1.26174258712224	34	KRSA	0.5875	2	MTOR	ATYPICAL	PIKK	FRAP
NUAK	-1.2569767851715454	35	KRSA	0.575	2	NUAK1	CAMK	CAMKL	NUAK
NUAK	-1.2569767851715454	35	KRSA	0.575	2	NUAK2	CAMK	CAMKL	NUAK
MST	-1.2474269867638907	36	KRSA	0.5625	2	STK3	STE	STE20	MST
MST	-1.2474269867638907	36	KRSA	0.5625	2	STK4	STE	STE20	MST
TLK	-1.2339591421066287	37	KRSA	0.55	2	TLK1	OTHER	TLK	NA
TLK	-1.2339591421066287	37	KRSA	0.55	2	TLK2	OTHER	TLK	NA
"NAK"	-1.2317610772820973	38	KRSA	0.5375	2	AAK1	OTHER	"NAK"	BIKE
"NAK"	-1.2317610772820973	38	KRSA	0.5375	2	BMP2K	OTHER	"NAK"	BIKE
"NAK"	-1.2317610772820973	38	KRSA	0.5375	2	GAK	OTHER	"NAK"	GAK
"NAK"	-1.2317610772820973	38	KRSA	0.5375	2	STK16	OTHER	"NAK"	MPSK
TTK	-1.2280381915695149	39	KRSA	0.525	2	TTK	OTHER	TTK	NA
PASK	1.2180844854379338	40	KRSA	0.5125	2	PASK	CAMK	CAMKL	PASK
BRSK	1.1760520104769352	41	KRSA	0.5	2	BRSK1	CAMK	CAMKL	BRSK
BRSK	1.1760520104769352	41	KRSA	0.5	2	BRSK2	CAMK	CAMKL	BRSK
TAO	1.1628691697187403	43	KRSA	0.475	3	TAOK1	STE	STE20	TAO
TAO	1.1628691697187403	43	KRSA	0.475	3	TAOK2	STE	STE20	TAO
TAO	1.1628691697187403	43	KRSA	0.475	3	TAOK3	STE	STE20	TAO
