Kinase	Score	Rank	Method	Perc	Qrt	hgnc_symbol	group	KinaseFamily	subfamily
RPS6KB1	0.6666666666666666	244	KEA3	0.20857142857142857	4	RPS6KB1	AGC	RSK	P70
RPS6KB2	0.66666666666721	253	KEA3	0.18285714285714286	4	RPS6KB2	AGC	RSK	P70
RPS6KL1	0.0439	113	KEA3	0.6571428571428571	2	RPS6KL1	AGC	RSKL	NA
SCYL1	1	276	KEA3	0	4	SCYL1	OTHER	SCY1	NA
SCYL2	0.5	203	KEA3	0.3628571428571429	3	SCYL2	OTHER	SCY1	NA
SCYL3	3.02e-16	16	KEA3	0.9514285714285714	1	SCYL3	OTHER	SCY1	NA
SGK1	0.6666666666666796	250	KEA3	0.19142857142857142	4	SGK1	AGC	SGK	NA
SGK2	6.93e-8	36	KEA3	0.8885714285714286	1	SGK2	AGC	SGK	NA
SGK3	2.41e-5	50	KEA3	0.8485714285714285	1	SGK3	AGC	SGK	NA
SIK1	0.04825	116	KEA3	0.6485714285714286	2	SIK1	CAMK	CAMKL	QIK
SIK2	0.058	120	KEA3	0.6371428571428571	2	SIK2	CAMK	CAMKL	QIK
SMG1	1	276	KEA3	0	4	SMG1	ATYPICAL	PIKK	SMG1
SNRK	0.611	242	KEA3	0.24857142857142858	4	SNRK	CAMK	CAMKL	SNRK
SRC	6.976666666719333e-15	19	KEA3	0.9428571428571428	1	SRC	TK	SRC	SRCA
SRMS	1.76e-8	33	KEA3	0.8971428571428571	1	SRMS	TK	SRC	SRM
SRPK1	0.5000000004185	216	KEA3	0.32285714285714284	3	SRPK1	CMGC	SRPK	NA
SRPK2	0.500000000000002	205	KEA3	0.35428571428571426	3	SRPK2	CMGC	SRPK	NA
STK10	0.0113	97	KEA3	0.7085714285714285	2	STK10	STE	STE20	SLK
STK11	0.666666666666667	247	KEA3	0.2	4	STK11	CAMK	CAMKL	LKB
STK16	0.126	160	KEA3	0.5171428571428571	2	STK16	OTHER	"NAK"	MPSK
STK17A	0.3645	188	KEA3	0.4342857142857143	3	STK17A	CAMK	DAPK	DRAK
STK24	0.098	143	KEA3	0.5657142857142857	2	STK24	STE	STE20	YSK
STK25	0.50000000000071	210	KEA3	0.34	3	STK25	STE	STE20	YSK
STK26	0.5173	238	KEA3	0.26	3	STK26	STE	STE20	YSK
STK3	0.6666666666666666	244	KEA3	0.20857142857142857	4	STK3	STE	STE20	MST
STK33	4.83e-5	56	KEA3	0.8285714285714286	1	STK33	CAMK	CAMK-UNIQUE	NA
STK36	0.553	240	KEA3	0.2542857142857143	3	STK36	OTHER	ULK	FUSED
STK38	0.50000000338	218	KEA3	0.3171428571428571	3	STK38	AGC	NDR	NA
STK38L	0.5	203	KEA3	0.3628571428571429	3	STK38L	AGC	NDR	NA
STK39	1	276	KEA3	0	4	STK39	STE	STE20	FRAY
STK4	0.51035	235	KEA3	0.26857142857142857	3	STK4	STE	STE20	MST
STK40	1	276	KEA3	0	4	STK40	CAMK	SGK495	NA
STYK1	0.500000000433	217	KEA3	0.32	3	STYK1	TK	TK-UNIQUE	NA
SYK	0.0067480000000000005	92	KEA3	0.7228571428571429	2	SYK	TK	SYK	NA
TAOK1	1	276	KEA3	0	4	TAOK1	STE	STE20	TAO
TBK1	0.358	185	KEA3	0.44285714285714284	3	TBK1	OTHER	IKK	NA
TEC	0.03385	108	KEA3	0.6742857142857143	2	TEC	TK	TEC	NA
TEK	0.0394	111	KEA3	0.6657142857142857	2	TEK	TK	TIE	NA
TESK1	7.93e-5	59	KEA3	0.82	1	TESK1	TKL	LISK	TESK
TESK2	0.500000004805	219	KEA3	0.3142857142857143	3	TESK2	TKL	LISK	TESK
TGFBR1	1	276	KEA3	0	4	TGFBR1	TKL	STKR	TYPE1
TGFBR2	0.2665	181	KEA3	0.4542857142857143	3	TGFBR2	TKL	STKR	TYPE2
TLK1	1	276	KEA3	0	4	TLK1	OTHER	TLK	NA
TNIK	1	276	KEA3	0	4	TNIK	STE	STE20	MSN
TNK2	0.41433333333333333	196	KEA3	0.4114285714285714	3	TNK2	TK	ACK	NA
TNNI3K	0.164	173	KEA3	0.47714285714285715	3	TNNI3K	TKL	MLK	HH498
TP53RK	1	276	KEA3	0	4	TP53RK	OTHER	BUD32	NA
TRIB3	0.5000000000000001	204	KEA3	0.35714285714285715	3	TRIB3	CAMK	TRBL	NA
TRPM7	0.034475	109	KEA3	0.6714285714285714	2	TRPM7	ATYPICAL	ALPHA	CHAK
TTK	0.6666666666666666	244	KEA3	0.20857142857142857	4	TTK	OTHER	TTK	NA
TXK	1.78e-21	11	KEA3	0.9685714285714285	1	TXK	TK	TEC	NA
TYK2	0.3531666666666667	184	KEA3	0.44571428571428573	3	TYK2	TK	JAKA	NA
TYRO3	3.69e-5	55	KEA3	0.8342857142857143	1	TYRO3	TK	AXL	NA
UHMK1	0.1000000000186	144	KEA3	0.5628571428571428	2	UHMK1	OTHER	KIS	NA
ULK1	1	276	KEA3	0	4	ULK1	OTHER	ULK	ULK
VRK1	0.6666666914	264	KEA3	0.15142857142857144	4	VRK1	CK1	VRK	NA
VRK3	1	276	KEA3	0	4	VRK3	CK1	VRK	NA
WEE1	0.0115	98	KEA3	0.7057142857142857	2	WEE1	OTHER	WEE	NA
WNK1	0.6666666666666666	244	KEA3	0.20857142857142857	4	WNK1	OTHER	WNK	NA
YES1	0.014523333333333333	100	KEA3	0.7	2	YES1	TK	SRC	SRCA
ZAP70	3.2294733333333334e-4	67	KEA3	0.7942857142857143	1	ZAP70	TK	SYK	NA
LCK	3.4306628374094	1	UKA	1	1	LCK	TK	SRC	SRCB
FYN	2.79616183373258	2	UKA	0.9855072463768116	1	FYN	TK	SRC	SRCA
SRC	2.25806673736725	6	UKA	0.927536231884058	1	SRC	TK	SRC	SRCA
ABL	2.33701744597505	4	UKA	0.9565217391304348	1	ABL1	TK	ABL	NA
YES	2.23469949368519	7	UKA	0.9130434782608695	1	YES1	TK	SRC	SRCA
BLK	2.26616725046132	5	UKA	0.9420289855072463	1	BLK	TK	SRC	SRCB
LYN	2.45108353366869	3	UKA	0.9710144927536232	1	LYN	TK	SRC	SRCB
SYK	1.97286776409291	9	UKA	0.8840579710144928	1	SYK	TK	SYK	NA
HCK	2.13783790286447	8	UKA	0.8985507246376812	1	HCK	TK	SRC	SRCB
RON	1.68052759201978	12	UKA	0.8405797101449275	1	MST1R	TK	MET	NA
CTK	1.75598619577449	10	UKA	0.8695652173913043	1	MATK	TK	CSK	NA
ZAP70	1.70524765281168	11	UKA	0.855072463768116	1	ZAP70	TK	SYK	NA
DDR1	1.56052978945062	13	UKA	0.8260869565217391	1	DDR1	TK	DDR	NA
FRK	1.52102336712766	14	UKA	0.8115942028985508	1	FRK	TK	SRC	FRK
EPHA2	1.45364911649308	15	UKA	0.7971014492753623	1	EPHA2	TK	EPH	NA
EPHA1	1.40687336994201	19	UKA	0.7391304347826086	2	EPHA1	TK	EPH	NA
LTK	1.42173068894696	18	UKA	0.7536231884057971	1	LTK	TK	ALK	NA
ARG	1.45114162595362	16	UKA	0.782608695652174	1	ABL2	TK	ABL	NA
INSR	1.33791869458175	24	UKA	0.6666666666666666	2	INSR	TK	INSR	NA
FMS/CSFR	1.44764994007578	17	UKA	0.7681159420289855	1	CSF1R	TK	PDGFR	NA
HER3	1.37229629939373	22	UKA	0.6956521739130435	2	ERBB3	TK	EGFR	NA
EPHA5	1.37482519697396	21	UKA	0.7101449275362319	2	EPHA5	TK	EPH	NA
TEC	1.39626573690337	20	UKA	0.7246376811594203	2	TEC	TK	TEC	NA
FGR	1.34283097645545	23	UKA	0.6811594202898551	2	FGR	TK	SRC	SRCA
TRKA	1.29348927355326	31	UKA	0.5652173913043478	2	NTRK1	TK	TRK	NA
PDGFR[BETA]	1.32176944038626	26	UKA	0.6376811594202898	2	PDGFRB	TK	PDGFR	NA
ALK	1.31370508934242	27	UKA	0.6231884057971014	2	ALK	TK	ALK	NA
SRM	1.32618805307675	25	UKA	0.6521739130434783	2	SRMS	TK	SRC	SRM
PDGFR[ALPHA]	1.30691915159391	28	UKA	0.6086956521739131	2	PDGFRA	TK	PDGFR	NA
JAK2	1.30393991323838	29	UKA	0.5942028985507246	2	JAK2	TK	JAKA	NA
RYK	1.26869752616408	32	UKA	0.5507246376811594	2	RYK	TK	RYK	NA
TRKC	1.22705983555265	33	UKA	0.5362318840579711	2	NTRK3	TK	TRK	NA
IRR	1.2032679918275	35	UKA	0.5072463768115942	2	INSRR	TK	INSR	NA
TRKB	1.29565137935266	30	UKA	0.5797101449275363	2	NTRK2	TK	TRK	NA
EPHA3	1.19724566251796	36	UKA	0.4927536231884058	3	EPHA3	TK	EPH	NA
BRK	1.18904801128705	37	UKA	0.4782608695652174	3	PTK6	TK	SRC	SRM
EPHA4	1.2166878498028	34	UKA	0.5217391304347826	2	EPHA4	TK	EPH	NA
ETK/BMX	1.17945954230379	38	UKA	0.463768115942029	3	BMX	TK	TEC	NA
RET	1.1623656979175	40	UKA	0.43478260869565216	3	RET	TK	RET	NA
FES	1.17568125758196	39	UKA	0.4492753623188406	3	FES	TK	FER	NA
IGF1R	1.13221640424908	42	UKA	0.4057971014492754	3	IGF1R	TK	INSR	NA
EPHA8	1.12708422904958	43	UKA	0.391304347826087	3	EPHA8	TK	EPH	NA
FAK1	1.15720167528175	41	UKA	0.42028985507246375	3	PTK2	TK	FAK	NA
BTK	1.10929877106054	46	UKA	0.34782608695652173	3	BTK	TK	TEC	NA
MER	1.12194906170336	45	UKA	0.36231884057971014	3	MERTK	TK	AXL	NA
KDR	1.10922716722576	47	UKA	0.3333333333333333	3	KDR	TK	VEGFR	NA
TYRO3/SKY	1.09370029765563	48	UKA	0.3188405797101449	3	TYRO3	TK	AXL	NA
EPHB3	1.08460016478773	50	UKA	0.2898550724637681	3	EPHB3	TK	EPH	NA
CSK	1.08328211620811	51	UKA	0.2753623188405797	3	CSK	TK	CSK	NA
EPHB1	1.07964403664404	52	UKA	0.2608695652173913	3	EPHB1	TK	EPH	NA
AXL	1.1249962884095701	44	UKA	0.37681159420289856	3	AXL	TK	AXL	NA
ITK	1.06984005789	53	UKA	0.2463768115942029	4	ITK	TK	TEC	NA
EGFR	1.06713017750998	55	UKA	0.21739130434782608	4	EGFR	TK	EGFR	NA
KIT	1.06945419533757	54	UKA	0.2318840579710145	4	KIT	TK	PDGFR	NA
HER4	1.04915365699469	58	UKA	0.17391304347826086	4	ERBB4	TK	EGFR	NA
CCK4/PTK7	1.04243668208103	60	UKA	0.14492753623188406	4	PTK7	TK	CCK4	NA
FGFR2	0.990532036194235	68	UKA	0.028985507246376812	4	FGFR2	TK	FGFR	NA
TXK	1.04532978466213	59	UKA	0.15942028985507245	4	TXK	TK	TEC	NA
FLT4	1.04940552310017	57	UKA	0.18840579710144928	4	FLT4	TK	VEGFR	NA
FGFR3	0.948692937081354	70	UKA	0	4	FGFR3	TK	FGFR	NA
LMR1	1.03653730352561	61	UKA	0.13043478260869565	4	AATK	TK	LMR	NA
HER2	1.04967759603396	56	UKA	0.2028985507246377	4	ERBB2	TK	EGFR	NA
FGFR1	1.01794349416583	66	UKA	0.057971014492753624	4	FGFR1	TK	FGFR	NA
FAK2	1.02680946136944	62	UKA	0.11594202898550725	4	PTK2B	TK	FAK	NA
FER	1.02581998415422	63	UKA	0.10144927536231885	4	FER	TK	FER	NA
FGFR4	1.02572090711734	64	UKA	0.08695652173913043	4	FGFR4	TK	FGFR	NA
MET	1.02557553149499	65	UKA	0.07246376811594203	4	MET	TK	MET	NA
FLT3	0.965137206320942	69	UKA	0.014492753623188406	4	FLT3	TK	PDGFR	NA
FLT1	1.00014483725801	67	UKA	0.043478260869565216	4	FLT1	TK	VEGFR	NA
DDR	2.2170329530010378	1	KRSA	1	1	DDR1	TK	DDR	NA
DDR	2.2170329530010378	1	KRSA	1	1	DDR2	TK	DDR	NA
AXL	-1.9693095994470635	2	KRSA	0.9565217391304348	1	AXL	TK	AXL	NA
AXL	-1.9693095994470635	2	KRSA	0.9565217391304348	1	MERTK	TK	AXL	NA
AXL	-1.9693095994470635	2	KRSA	0.9565217391304348	1	TYRO3	TK	AXL	NA
INSR	1.846891900560679	3	KRSA	0.9130434782608695	1	IGF1R	TK	INSR	NA
INSR	1.846891900560679	3	KRSA	0.9130434782608695	1	INSR	TK	INSR	NA
INSR	1.846891900560679	3	KRSA	0.9130434782608695	1	INSRR	TK	INSR	NA
EGFR	-1.5221844888278664	4	KRSA	0.8695652173913043	1	EGFR	TK	EGFR	NA
EGFR	-1.5221844888278664	4	KRSA	0.8695652173913043	1	ERBB2	TK	EGFR	NA
EGFR	-1.5221844888278664	4	KRSA	0.8695652173913043	1	ERBB3	TK	EGFR	NA
EGFR	-1.5221844888278664	4	KRSA	0.8695652173913043	1	ERBB4	TK	EGFR	NA
ALK	-1.2703508320965342	5	KRSA	0.8260869565217391	1	ALK	TK	ALK	NA
ALK	-1.2703508320965342	5	KRSA	0.8260869565217391	1	LTK	TK	ALK	NA
ACK	-1.250328162052072	6	KRSA	0.782608695652174	1	TNK2	TK	ACK	NA
SEV	-1.232125091788006	7	KRSA	0.7391304347826086	2	ROS1	TK	SEV	NA
FRK	1.221977205300275	8	KRSA	0.6956521739130435	2	FRK	TK	SRC	FRK
ABL	1.016874978190368	9	KRSA	0.6521739130434783	2	ABL1	TK	ABL	NA
ABL	1.016874978190368	9	KRSA	0.6521739130434783	2	ABL2	TK	ABL	NA
SRC	0.8813959878359469	10	KRSA	0.6086956521739131	2	BLK	TK	SRC	SRCB
SRC	0.8813959878359469	10	KRSA	0.6086956521739131	2	FGR	TK	SRC	SRCA
SRC	0.8813959878359469	10	KRSA	0.6086956521739131	2	FYN	TK	SRC	SRCA
SRC	0.8813959878359469	10	KRSA	0.6086956521739131	2	HCK	TK	SRC	SRCB
SRC	0.8813959878359469	10	KRSA	0.6086956521739131	2	LCK	TK	SRC	SRCB
SRC	0.8813959878359469	10	KRSA	0.6086956521739131	2	LYN	TK	SRC	SRCB
SRC	0.8813959878359469	10	KRSA	0.6086956521739131	2	PTK6	TK	SRC	SRM
SRC	0.8813959878359469	10	KRSA	0.6086956521739131	2	SRC	TK	SRC	SRCA
SRC	0.8813959878359469	10	KRSA	0.6086956521739131	2	SRMS	TK	SRC	SRM
SRC	0.8813959878359469	10	KRSA	0.6086956521739131	2	YES1	TK	SRC	SRCA
SYK	0.8283771796189568	11	KRSA	0.5652173913043478	2	SYK	TK	SYK	NA
SYK	0.8283771796189568	11	KRSA	0.5652173913043478	2	ZAP70	TK	SYK	NA
JAK	-0.7298763457649414	12	KRSA	0.5217391304347826	2	JAK1	TK	JAKA	NA
JAK	-0.7298763457649414	12	KRSA	0.5217391304347826	2	JAK2	TK	JAKA	NA
JAK	-0.7298763457649414	12	KRSA	0.5217391304347826	2	JAK3	TK	JAKA	NA
JAK	-0.7298763457649414	12	KRSA	0.5217391304347826	2	TYK2	TK	JAKA	NA
TEC	0.6345092339609049	13	KRSA	0.4782608695652174	3	BMX	TK	TEC	NA
TEC	0.6345092339609049	13	KRSA	0.4782608695652174	3	BTK	TK	TEC	NA
TEC	0.6345092339609049	13	KRSA	0.4782608695652174	3	ITK	TK	TEC	NA
TEC	0.6345092339609049	13	KRSA	0.4782608695652174	3	TEC	TK	TEC	NA
TEC	0.6345092339609049	13	KRSA	0.4782608695652174	3	TXK	TK	TEC	NA
CSK	-0.524510040757778	14	KRSA	0.43478260869565216	3	CSK	TK	CSK	NA
CSK	-0.524510040757778	14	KRSA	0.43478260869565216	3	MATK	TK	CSK	NA
FAK	0.5173194716099496	15	KRSA	0.391304347826087	3	PTK2	TK	FAK	NA
FAK	0.5173194716099496	15	KRSA	0.391304347826087	3	PTK2B	TK	FAK	NA
RET	0.4301699640043711	16	KRSA	0.34782608695652173	3	RET	TK	RET	NA
VEGFR	-0.3351771202351327	17	KRSA	0.30434782608695654	3	FLT1	TK	VEGFR	NA
VEGFR	-0.3351771202351327	17	KRSA	0.30434782608695654	3	FLT4	TK	VEGFR	NA
VEGFR	-0.3351771202351327	17	KRSA	0.30434782608695654	3	KDR	TK	VEGFR	NA
FGFR	-0.32238399217624286	18	KRSA	0.2608695652173913	3	FGFR1	TK	FGFR	NA
FGFR	-0.32238399217624286	18	KRSA	0.2608695652173913	3	FGFR2	TK	FGFR	NA
FGFR	-0.32238399217624286	18	KRSA	0.2608695652173913	3	FGFR3	TK	FGFR	NA
FGFR	-0.32238399217624286	18	KRSA	0.2608695652173913	3	FGFR4	TK	FGFR	NA
FER	-0.32114478206439223	19	KRSA	0.21739130434782608	4	FER	TK	FER	NA
FER	-0.32114478206439223	19	KRSA	0.21739130434782608	4	FES	TK	FER	NA
RYK	-0.30244429450061777	20	KRSA	0.17391304347826086	4	RYK	TK	RYK	NA
PDGFR	0.2995611195745573	21	KRSA	0.13043478260869565	4	CSF1R	TK	PDGFR	NA
PDGFR	0.2995611195745573	21	KRSA	0.13043478260869565	4	FLT3	TK	PDGFR	NA
PDGFR	0.2995611195745573	21	KRSA	0.13043478260869565	4	KIT	TK	PDGFR	NA
PDGFR	0.2995611195745573	21	KRSA	0.13043478260869565	4	PDGFRA	TK	PDGFR	NA
PDGFR	0.2995611195745573	21	KRSA	0.13043478260869565	4	PDGFRB	TK	PDGFR	NA
MET	-0.2304299872543633	22	KRSA	0.08695652173913043	4	MET	TK	MET	NA
MET	-0.2304299872543633	22	KRSA	0.08695652173913043	4	MST1R	TK	MET	NA
EPH	-0.16853105331439097	23	KRSA	0.043478260869565216	4	EPHA1	TK	EPH	NA
EPH	-0.16853105331439097	23	KRSA	0.043478260869565216	4	EPHA2	TK	EPH	NA
EPH	-0.16853105331439097	23	KRSA	0.043478260869565216	4	EPHA3	TK	EPH	NA
EPH	-0.16853105331439097	23	KRSA	0.043478260869565216	4	EPHA4	TK	EPH	NA
EPH	-0.16853105331439097	23	KRSA	0.043478260869565216	4	EPHA5	TK	EPH	NA
EPH	-0.16853105331439097	23	KRSA	0.043478260869565216	4	EPHA7	TK	EPH	NA
EPH	-0.16853105331439097	23	KRSA	0.043478260869565216	4	EPHA8	TK	EPH	NA
EPH	-0.16853105331439097	23	KRSA	0.043478260869565216	4	EPHB1	TK	EPH	NA
EPH	-0.16853105331439097	23	KRSA	0.043478260869565216	4	EPHB2	TK	EPH	NA
EPH	-0.16853105331439097	23	KRSA	0.043478260869565216	4	EPHB3	TK	EPH	NA
EPH	-0.16853105331439097	23	KRSA	0.043478260869565216	4	EPHB4	TK	EPH	NA
TRK	-0.02536012693212507	24	KRSA	0	4	NTRK1	TK	TRK	NA
TRK	-0.02536012693212507	24	KRSA	0	4	NTRK2	TK	TRK	NA
TRK	-0.02536012693212507	24	KRSA	0	4	NTRK3	TK	TRK	NA
